0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
2,11
2,12
2,13
3,14
3,15
3,16
4,17
5,18
5,19
5,20
5,21
5,22
7,23
6,24
7,25
7,26
8,27
7,28
8,29
9,30
8,31
9,32
9,33
10,34
11,35
11,36
10,37
11,38
11,39
12,40
12,41
12,42
12,43
13,44
13,45
14,46
14,47
15,48
15,49
15,50
16,51
16,52
16,53
16,54
17,55
18,56
17,57
18,58
18,59
19,60
19,61
19,62
21,63
20,64
20,65
22,66
21,67
21,68
21,69
23,70
23,71
23,72
23,73
24,74
24,75
24,76
24,77
25,78
25,79
26,80
26,81
26,82
26,83
27,84
27,85
28,86
28,87
29,88
29,89
29,90
29,91
30,92
30,93
31,94
31,95
31,96
31,97
32,98
32,99
32,100
33,101
34,102
34,103
34,104
35,105
36,106
36,107
35,108
35,109
35,110
35,111
37,112
38,113
38,114
38,115
38,116
39,117
40,118
39,119
40,120
40,121
41,122
41,123
41,124
42,125
42,126
42,127
43,128
43,129
44,130
44,131
44,132
44,133
44,134
45,135
45,136
46,137
46,138
47,139
46,140
47,141
48,142
48,143
48,144
49,145
49,146
49,147
50,148
50,149
51,150
51,151
51,152
53,153
53,154
53,155
54,156
53,157
53,158
54,159
53,160
53,161
53,162
53,163
56,164
56,165
35,166
24,167
