0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
1,10
2,11
2,12
2,13
2,14
3,15
4,16
4,17
5,18
4,19
5,20
5,21
5,22
6,23
6,24
6,25
7,26
7,27
7,28
8,29
8,30
8,31
9,32
10,33
9,34
9,35
10,36
11,37
11,38
12,39
12,40
12,41
12,42
13,43
13,44
13,45
14,46
14,47
14,48
14,49
16,50
16,51
15,52
16,53
17,54
17,55
17,56
18,57
18,58
18,59
19,60
19,61
19,62
19,63
20,64
19,65
21,66
21,67
21,68
21,69
22,70
23,71
22,72
23,73
24,74
23,75
24,76
24,77
24,78
25,79
25,80
25,81
26,82
27,83
27,84
27,85
27,86
28,87
28,88
29,89
29,90
29,91
30,92
30,93
30,94
30,95
31,96
31,97
32,98
32,99
32,100
33,101
33,102
33,103
34,104
34,105
36,106
36,107
35,108
35,109
36,110
37,111
37,112
37,113
37,114
38,115
38,116
38,117
39,118
39,119
39,120
40,121
40,122
41,123
41,124
41,125
41,126
42,127
42,128
43,129
43,130
43,131
44,132
44,133
45,134
45,135
46,136
46,137
46,138
46,139
47,140
47,141
48,142
48,143
48,144
48,145
49,146
49,147
49,148
50,149
51,150
51,151
51,152
52,153
53,154
53,155
53,156
53,157
52,158
53,159
53,160
53,161
53,162
53,163
54,164
56,165
57,166
57,167
57,168
58,169
58,170
58,171
58,172
58,173
60,174
59,175
60,176
60,177
60,178
61,179
61,180
61,181
61,182
62,183
62,184
63,185
64,186
64,187
63,188
63,189
65,190
65,191
65,192
66,193
66,194
66,195
66,196
67,197
67,198
68,199
68,200
68,201
69,202
69,203
70,204
69,205
70,206
70,207
71,208
71,209
71,210
72,211
72,212
72,213
73,214
73,215
73,216
73,217
74,218
74,219
74,220
75,221
76,222
75,223
76,224
76,225
77,226
77,227
77,228
77,229
77,230
78,231
78,232
79,233
78,234
79,235
79,236
81,237
81,238
81,239
81,240
81,241
81,242
81,243
83,244
82,245
83,246
83,247
84,248
84,249
84,250
84,251
85,252
85,253
86,254
86,255

