0,0
0,-1
0,-2
0,-3
0,-4
0,-5
0,-6
0,-7
0,-8
0,-9
0,-10
-1,-11
-2,-12
-2,-13
-3,-14
-3,-15
-4,-16
-4,-17
-3,-18
-5,-19
-5,-20
-5,-21
-6,-22
-6,-23
-6,-24
-6,-25
-6,-26
-7,-27
-8,-28
-8,-29
-8,-30
-8,-31
-9,-32
-10,-33
-9,-34
-10,-35
-10,-36
-11,-37
-11,-38
-11,-39
-12,-40
-12,-41
-13,-42
-13,-43
-14,-44
-14,-45
-14,-46
-14,-47
-15,-48
-15,-49
-16,-50
-15,-51
-16,-52
-17,-53
-17,-54
-17,-55
-17,-56
-18,-57
-18,-58
-19,-59
-19,-60
-19,-61
-19,-62
-20,-63
-21,-64
-21,-65
-21,-66
-20,-67
-21,-68
-22,-69
-22,-70
-23,-71
-23,-72
-24,-73
-24,-74
-24,-75
-25,-76
-25,-77
-25,-78
-25,-79
-25,-80
-26,-81
-27,-82
-27,-83
-27,-84
-28,-85
-28,-86
-28,-87
-29,-88
-29,-89
-29,-90
-29,-91
-31,-92
-31,-93
-31,-94
-31,-95
-32,-96
-32,-97
-32,-98
-33,-99
-33,-100
-33,-101
-34,-102
-35,-103
-34,-104
-35,-105
-36,-106
-35,-107
-35,-108
-35,-109
-37,-110
-37,-111
-38,-112
-37,-113
-38,-114
-39,-115
-39,-116
-39,-117
-39,-118
-40,-119
-40,-120
-41,-121
-40,-122
-41,-123
-42,-124
-42,-125
-42,-126
-42,-127
-43,-128
-43,-129
-44,-130
-44,-131
-44,-132
-45,-133
-45,-134
-45,-135
-46,-136
-46,-137
-47,-138
-47,-139
-47,-140
-48,-141
-48,-142
-48,-143
-48,-144
-49,-145
-50,-146
-50,-147
-50,-148
-51,-149
-51,-150
-51,-151
-51,-152
-53,-153
-53,-154
-53,-155
-53,-156
-53,-157
-53,-158
-53,-159
-53,-160
-54,-161
-53,-162
-53,-163
-53,-164
-56,-165
-57,-166
-58,-167
-58,-168
-57,-169
-58,-170
-59,-171
-59,-172
-59,-173
-59,-174
-59,-175
-60,-176
-60,-177
-61,-178
-61,-179
-61,-180
-62,-181
-62,-182
-62,-183
-63,-184
-64,-185
-64,-186
-64,-187
-64,-188
-65,-189
-65,-190
-65,-191
-66,-192
-66,-193
-66,-194
-66,-195
-67,-196
-67,-197
-68,-198
-68,-199
-68,-200
-69,-201
-70,-202
-70,-203
-70,-204
-70,-205
-70,-206
-71,-207
-71,-208
-71,-209
-71,-210
-72,-211
-72,-212
-73,-213
-73,-214
-73,-215
-74,-216
-74,-217
-74,-218
-75,-219
-75,-220
-75,-221
-75,-222
-75,-223
-76,-224
-75,-225
-77,-226
-77,-227
-78,-228
-77,-229
-78,-230
-78,-231
-78,-232
-78,-233
-79,-234
-79,-235
-79,-236
-80,-237
-80,-238
-81,-239
-81,-240
-81,-241
-81,-242
-81,-243
-82,-244
-83,-245
-83,-246
-83,-247
-84,-248
-84,-249
-84,-250
-85,-251
-84,-252
-86,-253
-85,-254
-86,-255
